YEAR,MN,DRF01,DRF02,DRF03,DRF04,DRF05,DRF06,DRF07,DRF08,DRF09,DRF10,DRF11,DRF12,DRF13,DRF14,DRF15,DRF16,DRF17,DRF18,DRF19,DRF20,DRF21,DRF22,DRF23,DRF24,DRF25,DRF26,DRF27,DRF28,DRF29,DRF30,DRF31
2019,8,18.0,10.0,36.0,4.0,7.0,15.0,11.0,0.0,8.0,2.0,0.0,62.0,1.0,4.0,19.0,0.0,0.0,21.0,34.0,0.0,6.0,1.5,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
2019,9,13.1,1.0,31.0,1.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,23.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,15.0,33.0,
2019,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,
2019,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,0.0,1.0,17.0,1.0,2.5,0.0,8.0,7.5,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,17.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0
2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,31.7,0.0,8.0,21.0,9.0,0.0,0.0,4.0,,
2020,3,0.0,0.0,2.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.5,10.0,2.5,0.5,0.0,13.5,0.5,0.0,0.0,0.0,
2020,5,29.0,0.0,9.0,11.5,1.0,9.5,2.0,0.5,0.0,8.5,2.5,0.0,6.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.0,0.0
